housing_median_age,total_rooms,population,ocean_proximity,AGE,STAR,POPULATION_STATUS
24,2831,1582,INLAND,YOUNG,5-STAR,OVER
33,1379,884,INLAND,ADULT,5-STAR,MEDIUM
20,1483,660,INLAND,YOUNG,5-STAR,MEDIUM
5,3958,2456,INLAND,YOUNG,7-STAR,OVER
4,3428,2158,INLAND,YOUNG,7-STAR,OVER
4,6034,3527,INLAND,YOUNG,7-STAR,OVER
3,12870,5820,INLAND,YOUNG,7-STAR,OVER
11,10804,5221,INLAND,YOUNG,7-STAR,OVER
4,12156,5020,INLAND,YOUNG,7-STAR,OVER
16,1769,1778,INLAND,YOUNG,5-STAR,OVER
16,193,312,INLAND,YOUNG,3-STAR,SMALL
7,6356,4052,INLAND,YOUNG,7-STAR,OVER
9,4288,3156,INLAND,YOUNG,7-STAR,OVER
6,5571,4048,INLAND,YOUNG,7-STAR,OVER
25,4261,2319,INLAND,YOUNG,7-STAR,OVER
18,3977,2231,INLAND,YOUNG,7-STAR,OVER
34,1345,834,INLAND,ADULT,5-STAR,MEDIUM
17,4109,2544,INLAND,YOUNG,7-STAR,OVER
43,1898,971,INLAND,ADULT,5-STAR,MEDIUM
43,1614,926,INLAND,ADULT,5-STAR,MEDIUM
24,3477,2541,INLAND,YOUNG,7-STAR,OVER
12,3598,2588,INLAND,YOUNG,7-STAR,OVER
15,5024,3208,INLAND,YOUNG,7-STAR,OVER
28,3193,1750,INLAND,ADULT,7-STAR,OVER
28,2300,1312,INLAND,ADULT,5-STAR,OVER
31,3207,1582,INLAND,ADULT,7-STAR,OVER
18,3172,1621,INLAND,YOUNG,7-STAR,OVER
21,4460,2657,INLAND,YOUNG,7-STAR,OVER
13,4563,2475,INLAND,YOUNG,7-STAR,OVER
21,3465,2292,INLAND,YOUNG,7-STAR,OVER
18,2453,1503,INLAND,YOUNG,5-STAR,OVER
12,6758,3204,INLAND,YOUNG,7-STAR,OVER
5,4937,2204,INLAND,YOUNG,7-STAR,OVER
21,3622,2503,INLAND,YOUNG,7-STAR,OVER
38,1541,861,INLAND,ADULT,5-STAR,MEDIUM
21,3300,1896,INLAND,YOUNG,7-STAR,OVER
29,1362,776,INLAND,ADULT,5-STAR,MEDIUM
29,3999,2602,INLAND,ADULT,7-STAR,OVER
14,1933,1443,INLAND,YOUNG,5-STAR,OVER
5,2987,1821,INLAND,YOUNG,5-STAR,OVER
16,1140,627,INLAND,YOUNG,5-STAR,MEDIUM
36,1497,894,INLAND,ADULT,5-STAR,MEDIUM
32,3179,1878,INLAND,ADULT,7-STAR,OVER
12,7184,4862,INLAND,YOUNG,7-STAR,OVER
19,1000,572,INLAND,YOUNG,5-STAR,SMALL
9,2228,1316,INLAND,YOUNG,5-STAR,OVER
13,2903,1844,INLAND,YOUNG,5-STAR,OVER
17,2681,1621,INLAND,YOUNG,5-STAR,OVER
23,1326,722,INLAND,YOUNG,5-STAR,MEDIUM
12,1893,1054,INLAND,YOUNG,5-STAR,OVER
17,5959,4115,INLAND,YOUNG,7-STAR,OVER
7,5059,3253,INLAND,YOUNG,7-STAR,OVER
8,3955,2184,INLAND,YOUNG,7-STAR,OVER
32,3616,2131,INLAND,ADULT,7-STAR,OVER
17,2029,1190,INLAND,YOUNG,5-STAR,OVER
11,5684,3095,INLAND,YOUNG,7-STAR,OVER
6,1156,910,INLAND,YOUNG,5-STAR,MEDIUM
52,50,60,INLAND,OLD,3-STAR,SMALL
4,8866,4775,INLAND,YOUNG,7-STAR,OVER
5,6190,3615,INLAND,YOUNG,7-STAR,OVER
10,5736,3528,INLAND,YOUNG,7-STAR,OVER
15,1966,1118,INLAND,YOUNG,5-STAR,OVER
26,1387,664,INLAND,ADULT,5-STAR,MEDIUM
28,2879,1661,INLAND,ADULT,5-STAR,OVER
44,2087,1270,INLAND,ADULT,5-STAR,OVER
10,3404,1656,INLAND,YOUNG,7-STAR,OVER
22,5640,3157,INLAND,YOUNG,7-STAR,OVER
35,2969,1555,INLAND,ADULT,5-STAR,OVER
32,3190,1614,INLAND,ADULT,7-STAR,OVER
18,5877,3114,INLAND,YOUNG,7-STAR,OVER
26,3920,1862,INLAND,ADULT,7-STAR,OVER
29,2819,1683,INLAND,ADULT,5-STAR,OVER
31,2587,1227,INLAND,ADULT,5-STAR,OVER
33,1904,1366,INLAND,ADULT,5-STAR,OVER
17,3139,1612,INLAND,YOUNG,7-STAR,OVER
17,5451,3533,INLAND,YOUNG,7-STAR,OVER
17,1906,1550,INLAND,YOUNG,5-STAR,OVER
27,2919,1841,INLAND,ADULT,5-STAR,OVER
14,2991,1729,INLAND,YOUNG,5-STAR,OVER
28,1905,1480,INLAND,ADULT,5-STAR,OVER
31,1606,1049,INLAND,ADULT,5-STAR,OVER
28,1473,1196,INLAND,ADULT,5-STAR,OVER
32,1691,1457,INLAND,ADULT,5-STAR,OVER
29,1646,1296,INLAND,ADULT,5-STAR,OVER
37,1834,1198,INLAND,ADULT,5-STAR,OVER
32,2699,2086,INLAND,ADULT,5-STAR,OVER
36,1717,1054,INLAND,ADULT,5-STAR,OVER
41,1837,1430,INLAND,ADULT,5-STAR,OVER
37,2868,2055,INLAND,ADULT,5-STAR,OVER
39,2210,1752,INLAND,ADULT,5-STAR,OVER
33,933,838,INLAND,ADULT,3-STAR,MEDIUM
30,2335,1214,INLAND,ADULT,5-STAR,OVER
18,3009,2317,INLAND,YOUNG,7-STAR,OVER
29,1494,991,INLAND,ADULT,5-STAR,MEDIUM
29,331,341,INLAND,ADULT,3-STAR,SMALL
38,1462,1208,INLAND,ADULT,5-STAR,OVER
41,1229,994,INLAND,ADULT,5-STAR,MEDIUM
38,1703,1356,INLAND,ADULT,5-STAR,OVER
26,1008,568,INLAND,ADULT,5-STAR,SMALL
29,2912,2188,INLAND,ADULT,5-STAR,OVER
34,2104,1578,INLAND,ADULT,5-STAR,OVER
14,11827,6640,INLAND,YOUNG,7-STAR,OVER
14,5983,3255,INLAND,YOUNG,7-STAR,OVER
5,9269,4916,INLAND,YOUNG,7-STAR,OVER
16,774,489,INLAND,YOUNG,3-STAR,SMALL
20,1160,543,INLAND,YOUNG,5-STAR,SMALL
17,889,439,INLAND,YOUNG,3-STAR,SMALL
26,3106,1396,INLAND,ADULT,7-STAR,OVER
26,3728,1765,INLAND,ADULT,7-STAR,OVER
35,4174,2127,INLAND,ADULT,7-STAR,OVER
28,2685,1304,INLAND,ADULT,5-STAR,OVER
30,2483,1172,INLAND,ADULT,5-STAR,OVER
25,2795,1650,INLAND,YOUNG,5-STAR,OVER
6,5661,2943,INLAND,YOUNG,7-STAR,OVER
19,2526,1176,INLAND,YOUNG,5-STAR,OVER
6,1068,999,INLAND,YOUNG,5-STAR,MEDIUM
7,2914,1584,INLAND,YOUNG,5-STAR,OVER
5,4718,2564,INLAND,YOUNG,7-STAR,OVER
13,3616,2189,INLAND,YOUNG,7-STAR,OVER
9,711,316,INLAND,YOUNG,3-STAR,SMALL
7,5747,2578,INLAND,YOUNG,7-STAR,OVER
33,1607,608,INLAND,ADULT,5-STAR,MEDIUM
38,740,332,INLAND,ADULT,3-STAR,SMALL
40,961,509,INLAND,ADULT,3-STAR,SMALL
39,1781,841,INLAND,ADULT,5-STAR,MEDIUM
44,1487,972,INLAND,ADULT,5-STAR,MEDIUM
38,2011,1190,INLAND,ADULT,5-STAR,OVER
34,2037,1195,INLAND,ADULT,5-STAR,OVER
45,942,401,INLAND,ADULT,3-STAR,SMALL
38,1287,1047,INLAND,ADULT,5-STAR,OVER
34,1127,971,INLAND,ADULT,5-STAR,MEDIUM
37,1412,1127,INLAND,ADULT,5-STAR,OVER
35,1622,1296,INLAND,ADULT,5-STAR,OVER
36,1076,773,INLAND,ADULT,5-STAR,MEDIUM
42,525,444,INLAND,ADULT,3-STAR,SMALL
38,1208,1225,INLAND,ADULT,5-STAR,OVER
52,851,731,INLAND,OLD,3-STAR,MEDIUM
41,1105,816,INLAND,ADULT,5-STAR,MEDIUM
52,1457,1238,INLAND,OLD,5-STAR,OVER
44,589,504,INLAND,ADULT,3-STAR,SMALL
28,2899,2406,INLAND,ADULT,5-STAR,OVER
27,2053,1737,INLAND,ADULT,5-STAR,OVER
42,801,711,INLAND,ADULT,3-STAR,MEDIUM
40,1051,745,INLAND,ADULT,5-STAR,MEDIUM
34,1336,1009,INLAND,ADULT,5-STAR,OVER
32,2894,1151,INLAND,ADULT,5-STAR,OVER
36,1734,604,INLAND,ADULT,5-STAR,MEDIUM
38,1981,796,INLAND,ADULT,5-STAR,MEDIUM
42,1811,856,INLAND,ADULT,5-STAR,MEDIUM
38,2458,1135,INLAND,ADULT,5-STAR,OVER
26,2469,1068,INLAND,ADULT,5-STAR,OVER
35,2028,972,INLAND,ADULT,5-STAR,MEDIUM
32,2170,815,INLAND,ADULT,5-STAR,MEDIUM
40,2364,968,INLAND,ADULT,5-STAR,MEDIUM
52,1683,646,INLAND,OLD,5-STAR,MEDIUM
49,1820,757,INLAND,OLD,5-STAR,MEDIUM
40,2190,1214,INLAND,ADULT,5-STAR,OVER
45,1598,771,INLAND,ADULT,5-STAR,MEDIUM
48,1717,610,INLAND,OLD,5-STAR,MEDIUM
39,1989,805,INLAND,ADULT,5-STAR,MEDIUM
37,1454,761,INLAND,ADULT,5-STAR,MEDIUM
44,2469,1363,INLAND,ADULT,5-STAR,OVER
29,2077,1418,INLAND,ADULT,5-STAR,OVER
52,1859,968,INLAND,OLD,5-STAR,MEDIUM
52,2424,1171,INLAND,OLD,5-STAR,OVER
36,2991,2378,INLAND,ADULT,5-STAR,OVER
40,2198,1517,INLAND,ADULT,5-STAR,OVER
44,2337,1238,INLAND,ADULT,5-STAR,OVER
42,2115,1532,INLAND,ADULT,5-STAR,OVER
43,1018,736,INLAND,ADULT,5-STAR,MEDIUM
47,2456,1653,INLAND,OLD,5-STAR,OVER
47,1648,1308,INLAND,OLD,5-STAR,OVER
45,1369,1046,INLAND,ADULT,5-STAR,OVER
50,1629,1581,INLAND,OLD,5-STAR,OVER
48,1498,1586,INLAND,OLD,5-STAR,OVER
35,2014,1714,INLAND,ADULT,5-STAR,OVER
35,2426,1920,INLAND,ADULT,5-STAR,OVER
39,1573,1258,INLAND,ADULT,5-STAR,OVER
19,1204,844,INLAND,YOUNG,5-STAR,MEDIUM
24,1451,1178,INLAND,YOUNG,5-STAR,OVER
49,60,76,INLAND,OLD,3-STAR,SMALL
44,376,273,INLAND,ADULT,3-STAR,SMALL
34,567,387,INLAND,ADULT,3-STAR,SMALL
31,1516,596,INLAND,ADULT,5-STAR,SMALL
37,1709,744,INLAND,ADULT,5-STAR,MEDIUM
35,2707,1595,INLAND,ADULT,5-STAR,OVER
30,1770,990,INLAND,ADULT,5-STAR,MEDIUM
33,2271,1100,INLAND,ADULT,5-STAR,OVER
31,3538,1715,INLAND,ADULT,7-STAR,OVER
30,1937,945,INLAND,ADULT,5-STAR,MEDIUM
16,30,49,INLAND,YOUNG,3-STAR,SMALL
22,7935,4523,INLAND,YOUNG,7-STAR,OVER
19,5163,2680,INLAND,YOUNG,7-STAR,OVER
36,3795,1742,INLAND,ADULT,7-STAR,OVER
35,1517,658,INLAND,ADULT,5-STAR,MEDIUM
35,1490,705,INLAND,ADULT,5-STAR,MEDIUM
33,2898,1374,INLAND,ADULT,5-STAR,OVER
37,2498,1291,INLAND,ADULT,5-STAR,OVER
37,2403,1234,INLAND,ADULT,5-STAR,OVER
39,3521,2256,INLAND,ADULT,7-STAR,OVER
31,2209,1314,INLAND,ADULT,5-STAR,OVER
40,1298,793,INLAND,ADULT,5-STAR,MEDIUM
36,3337,2388,INLAND,ADULT,7-STAR,OVER
35,861,381,INLAND,ADULT,3-STAR,SMALL
17,3107,2160,INLAND,YOUNG,7-STAR,OVER
32,2910,2011,INLAND,ADULT,5-STAR,OVER
27,2896,1514,INLAND,ADULT,5-STAR,OVER
52,954,943,INLAND,OLD,3-STAR,MEDIUM
30,2173,1509,INLAND,ADULT,5-STAR,OVER
33,1210,850,INLAND,ADULT,5-STAR,MEDIUM
44,567,565,INLAND,ADULT,3-STAR,SMALL
9,3904,3688,INLAND,YOUNG,7-STAR,OVER
29,1960,1681,INLAND,ADULT,5-STAR,OVER
35,2240,1394,INLAND,ADULT,5-STAR,OVER
37,2267,1175,INLAND,ADULT,5-STAR,OVER
32,2086,1355,INLAND,ADULT,5-STAR,OVER
46,1851,1100,INLAND,OLD,5-STAR,OVER
35,1380,730,INLAND,ADULT,5-STAR,MEDIUM
33,4924,3502,INLAND,ADULT,7-STAR,OVER
38,1585,1347,INLAND,ADULT,5-STAR,OVER
30,1129,1034,INLAND,ADULT,5-STAR,OVER
41,1359,786,INLAND,ADULT,5-STAR,MEDIUM
46,1308,576,INLAND,OLD,5-STAR,SMALL
52,1226,693,INLAND,OLD,5-STAR,MEDIUM
52,802,564,INLAND,OLD,3-STAR,SMALL
26,613,431,INLAND,ADULT,3-STAR,SMALL
42,530,390,INLAND,ADULT,3-STAR,SMALL
48,732,486,INLAND,OLD,3-STAR,SMALL
36,755,625,INLAND,ADULT,3-STAR,MEDIUM
46,476,476,INLAND,OLD,3-STAR,SMALL
43,1697,1181,INLAND,ADULT,5-STAR,OVER
40,2011,1528,INLAND,ADULT,5-STAR,OVER
40,2936,2024,INLAND,ADULT,5-STAR,OVER
26,971,592,INLAND,ADULT,3-STAR,SMALL
37,953,611,INLAND,ADULT,3-STAR,MEDIUM
6,7423,4092,INLAND,YOUNG,7-STAR,OVER
18,1837,727,INLAND,YOUNG,5-STAR,MEDIUM
14,1582,825,INLAND,YOUNG,5-STAR,MEDIUM
29,2481,1188,INLAND,ADULT,5-STAR,OVER
5,2785,1310,INLAND,YOUNG,5-STAR,OVER
6,2155,1039,INLAND,YOUNG,5-STAR,OVER
7,4672,2534,INLAND,YOUNG,7-STAR,OVER
7,1971,1336,INLAND,YOUNG,5-STAR,OVER
2,1658,868,INLAND,YOUNG,5-STAR,MEDIUM
17,1779,1006,INLAND,YOUNG,5-STAR,OVER
18,2342,1264,INLAND,YOUNG,5-STAR,OVER
13,3853,1685,INLAND,YOUNG,7-STAR,OVER
24,1966,786,INLAND,YOUNG,5-STAR,MEDIUM
9,1199,629,INLAND,YOUNG,5-STAR,MEDIUM
18,1634,899,INLAND,YOUNG,5-STAR,MEDIUM
9,8185,3630,INLAND,YOUNG,7-STAR,OVER
36,848,737,INLAND,ADULT,3-STAR,MEDIUM
38,1093,856,INLAND,ADULT,5-STAR,MEDIUM
30,2981,1784,INLAND,ADULT,5-STAR,OVER
21,3067,2140,INLAND,YOUNG,7-STAR,OVER
21,418,401,INLAND,YOUNG,3-STAR,SMALL
17,3362,1520,INLAND,YOUNG,7-STAR,OVER
18,5761,2763,INLAND,YOUNG,7-STAR,OVER
34,1703,849,INLAND,ADULT,5-STAR,MEDIUM
20,5258,3780,INLAND,YOUNG,7-STAR,OVER
23,4503,3264,INLAND,YOUNG,7-STAR,OVER
18,5009,2948,INLAND,YOUNG,7-STAR,OVER
5,1775,726,INLAND,YOUNG,5-STAR,MEDIUM
4,4289,1981,INLAND,YOUNG,7-STAR,OVER
9,3603,1782,INLAND,YOUNG,7-STAR,OVER
17,5036,2084,INLAND,YOUNG,7-STAR,OVER
16,2577,956,INLAND,YOUNG,5-STAR,MEDIUM
6,2383,1301,INLAND,YOUNG,5-STAR,OVER
23,3847,1621,INLAND,YOUNG,7-STAR,OVER
26,2041,936,INLAND,ADULT,5-STAR,MEDIUM
16,1613,811,INLAND,YOUNG,5-STAR,MEDIUM
9,2524,1139,INLAND,YOUNG,5-STAR,OVER
18,1859,747,INLAND,YOUNG,5-STAR,MEDIUM
14,2647,989,INLAND,YOUNG,5-STAR,MEDIUM
18,1920,890,INLAND,YOUNG,5-STAR,MEDIUM
24,1203,594,INLAND,YOUNG,5-STAR,SMALL
26,3774,1913,INLAND,ADULT,7-STAR,OVER
6,4464,2364,INLAND,YOUNG,7-STAR,OVER
10,1145,726,INLAND,YOUNG,5-STAR,MEDIUM
10,5951,3204,INLAND,YOUNG,7-STAR,OVER
14,3998,1509,INLAND,YOUNG,7-STAR,OVER
34,2457,1538,INLAND,ADULT,5-STAR,OVER
31,3037,1834,INLAND,ADULT,7-STAR,OVER
24,3532,1681,INLAND,YOUNG,7-STAR,OVER
29,2654,1822,INLAND,ADULT,5-STAR,OVER
23,1920,1161,INLAND,YOUNG,5-STAR,OVER
22,1162,995,INLAND,YOUNG,5-STAR,MEDIUM
18,1439,699,INLAND,YOUNG,5-STAR,MEDIUM
33,2170,1425,INLAND,ADULT,5-STAR,OVER
30,2512,1390,INLAND,ADULT,5-STAR,OVER
26,2972,1972,INLAND,ADULT,5-STAR,OVER
32,1677,1021,INLAND,ADULT,5-STAR,OVER
27,1245,692,INLAND,ADULT,5-STAR,MEDIUM
26,1757,905,INLAND,ADULT,5-STAR,MEDIUM
5,2167,1174,INLAND,YOUNG,5-STAR,OVER
5,5749,2382,INLAND,YOUNG,7-STAR,OVER
8,3065,1440,INLAND,YOUNG,7-STAR,OVER
2,3867,1275,INLAND,YOUNG,7-STAR,OVER
40,96,46,INLAND,ADULT,3-STAR,SMALL
3,15695,6080,INLAND,YOUNG,7-STAR,OVER
28,2243,1464,INLAND,ADULT,5-STAR,OVER
22,2467,1567,INLAND,YOUNG,5-STAR,OVER
5,4458,2392,INLAND,YOUNG,7-STAR,OVER
14,1258,752,INLAND,YOUNG,5-STAR,MEDIUM
28,1306,885,INLAND,ADULT,5-STAR,MEDIUM
7,1347,799,INLAND,YOUNG,5-STAR,MEDIUM
26,1953,1284,INLAND,ADULT,5-STAR,OVER
28,699,432,INLAND,ADULT,3-STAR,SMALL
37,1467,1316,INLAND,ADULT,5-STAR,OVER
40,2374,1772,INLAND,ADULT,5-STAR,OVER
52,954,533,INLAND,OLD,3-STAR,SMALL
21,6107,2805,INLAND,YOUNG,7-STAR,OVER
29,3436,1323,INLAND,ADULT,7-STAR,OVER
29,4007,1576,INLAND,ADULT,7-STAR,OVER
41,1766,753,INLAND,ADULT,5-STAR,MEDIUM
52,1820,601,INLAND,OLD,5-STAR,MEDIUM
52,1949,767,INLAND,OLD,5-STAR,MEDIUM
33,1688,808,INLAND,ADULT,5-STAR,MEDIUM
33,3007,1252,INLAND,ADULT,7-STAR,OVER
24,1587,676,INLAND,YOUNG,5-STAR,MEDIUM
23,1762,1132,INLAND,YOUNG,5-STAR,OVER
14,3063,1570,INLAND,YOUNG,7-STAR,OVER
4,2904,1250,INLAND,YOUNG,5-STAR,OVER
38,2492,1003,INLAND,ADULT,5-STAR,OVER
36,2223,942,INLAND,ADULT,5-STAR,MEDIUM
25,2513,900,INLAND,YOUNG,5-STAR,MEDIUM
20,856,395,INLAND,YOUNG,3-STAR,SMALL
9,5306,2630,INLAND,YOUNG,7-STAR,OVER
24,6573,2904,INLAND,YOUNG,7-STAR,OVER
5,1473,842,INLAND,YOUNG,5-STAR,MEDIUM
15,1852,906,INLAND,YOUNG,5-STAR,MEDIUM
3,5542,2506,INLAND,YOUNG,7-STAR,OVER
15,3057,1154,INLAND,YOUNG,7-STAR,OVER
25,3670,1815,INLAND,YOUNG,7-STAR,OVER
5,2634,1173,INLAND,YOUNG,5-STAR,OVER
9,1442,633,INLAND,YOUNG,5-STAR,MEDIUM
23,3215,1411,INLAND,YOUNG,7-STAR,OVER
24,2877,1141,INLAND,YOUNG,5-STAR,OVER
14,2845,1172,INLAND,YOUNG,5-STAR,OVER
33,2101,1997,INLAND,ADULT,5-STAR,OVER
17,2285,1412,INLAND,YOUNG,5-STAR,OVER
26,7561,2909,INLAND,ADULT,7-STAR,OVER
32,2832,1033,INLAND,ADULT,5-STAR,OVER
26,5305,1818,INLAND,ADULT,7-STAR,OVER
33,4583,1760,INLAND,ADULT,7-STAR,OVER
37,106,27,INLAND,ADULT,3-STAR,SMALL
24,6260,3132,INLAND,YOUNG,7-STAR,OVER
38,281,151,INLAND,ADULT,3-STAR,SMALL
4,3078,1341,INLAND,YOUNG,7-STAR,OVER
34,2405,1342,INLAND,ADULT,5-STAR,OVER
34,45,39,INLAND,ADULT,3-STAR,SMALL
25,2495,1071,INLAND,YOUNG,5-STAR,OVER
14,5764,1876,INLAND,YOUNG,7-STAR,OVER
16,3784,1615,INLAND,YOUNG,7-STAR,OVER
19,4415,1627,INLAND,YOUNG,7-STAR,OVER
26,3909,1884,INLAND,ADULT,7-STAR,OVER
15,5592,2419,INLAND,YOUNG,7-STAR,OVER
6,2290,957,INLAND,YOUNG,5-STAR,MEDIUM
23,3967,1518,INLAND,YOUNG,7-STAR,OVER
24,4144,2127,INLAND,YOUNG,7-STAR,OVER
23,3862,2082,INLAND,YOUNG,7-STAR,OVER
20,3111,1453,INLAND,YOUNG,7-STAR,OVER
24,3912,1926,INLAND,YOUNG,7-STAR,OVER
21,3098,1351,INLAND,YOUNG,7-STAR,OVER
27,5484,2645,INLAND,ADULT,7-STAR,OVER
24,4663,1851,INLAND,YOUNG,7-STAR,OVER
28,3009,1200,INLAND,ADULT,7-STAR,OVER
27,1945,859,INLAND,ADULT,5-STAR,MEDIUM
26,3501,1860,INLAND,ADULT,7-STAR,OVER
29,3375,1760,INLAND,ADULT,7-STAR,OVER
30,3474,1674,INLAND,ADULT,7-STAR,OVER
35,7922,3431,INLAND,ADULT,7-STAR,OVER
39,8193,6852,INLAND,ADULT,7-STAR,OVER
6,8884,3767,INLAND,YOUNG,7-STAR,OVER
6,4264,2005,INLAND,YOUNG,7-STAR,OVER
5,2884,1396,INLAND,YOUNG,5-STAR,OVER
6,6068,3094,INLAND,YOUNG,7-STAR,OVER
4,6712,3126,INLAND,YOUNG,7-STAR,OVER
20,1319,486,INLAND,YOUNG,5-STAR,SMALL
8,5445,3220,INLAND,YOUNG,7-STAR,OVER
14,859,541,INLAND,YOUNG,3-STAR,SMALL
18,755,483,INLAND,YOUNG,3-STAR,SMALL
10,2964,1853,INLAND,YOUNG,5-STAR,OVER
5,2949,1620,INLAND,YOUNG,5-STAR,OVER
7,3940,2140,INLAND,YOUNG,7-STAR,OVER
20,7052,2197,INLAND,YOUNG,7-STAR,OVER
18,5210,1301,INLAND,YOUNG,7-STAR,OVER
35,1529,688,INLAND,ADULT,5-STAR,MEDIUM
39,1578,872,INLAND,ADULT,5-STAR,MEDIUM
27,2718,1472,INLAND,ADULT,5-STAR,OVER
36,2181,1404,INLAND,ADULT,5-STAR,OVER
37,1199,782,INLAND,ADULT,5-STAR,MEDIUM
36,2828,1762,INLAND,ADULT,5-STAR,OVER
34,2194,1326,INLAND,ADULT,5-STAR,OVER
29,2637,1188,INLAND,ADULT,5-STAR,OVER
26,2599,1332,INLAND,ADULT,5-STAR,OVER
29,3111,1530,INLAND,ADULT,7-STAR,OVER
37,1884,1052,INLAND,ADULT,5-STAR,OVER
36,1199,665,INLAND,ADULT,5-STAR,MEDIUM
5,4787,1944,INLAND,YOUNG,7-STAR,OVER
7,8414,5146,INLAND,YOUNG,7-STAR,OVER
17,1613,765,INLAND,YOUNG,5-STAR,MEDIUM
14,3026,1349,INLAND,YOUNG,7-STAR,OVER
29,2251,855,INLAND,ADULT,5-STAR,MEDIUM
4,2372,1017,INLAND,YOUNG,5-STAR,OVER
9,4055,1458,INLAND,YOUNG,7-STAR,OVER
14,2125,1067,INLAND,YOUNG,5-STAR,OVER
10,4201,2378,INLAND,YOUNG,7-STAR,OVER
13,4460,2225,INLAND,YOUNG,7-STAR,OVER
31,265,186,INLAND,ADULT,3-STAR,SMALL
8,3561,2156,INLAND,YOUNG,7-STAR,OVER
7,4998,2764,INLAND,YOUNG,7-STAR,OVER
7,2449,1217,INLAND,YOUNG,5-STAR,OVER
10,3103,1283,INLAND,YOUNG,7-STAR,OVER
7,3200,1522,INLAND,YOUNG,7-STAR,OVER
9,5756,2158,INLAND,YOUNG,7-STAR,OVER
17,4379,1720,INLAND,YOUNG,7-STAR,OVER
13,5841,2455,INLAND,YOUNG,7-STAR,OVER
8,12526,6133,INLAND,YOUNG,7-STAR,OVER
12,4476,2255,INLAND,YOUNG,7-STAR,OVER
15,5151,2896,INLAND,YOUNG,7-STAR,OVER
5,3772,2097,INLAND,YOUNG,7-STAR,OVER
38,1643,1196,INLAND,ADULT,5-STAR,OVER
31,1174,1161,INLAND,ADULT,5-STAR,OVER
25,2546,1338,INLAND,YOUNG,5-STAR,OVER
26,2299,1259,INLAND,ADULT,5-STAR,OVER
18,279,188,INLAND,YOUNG,3-STAR,SMALL
9,5904,3489,INLAND,YOUNG,7-STAR,OVER
10,3781,2044,INLAND,YOUNG,7-STAR,OVER
6,5667,2447,INLAND,YOUNG,7-STAR,OVER
10,2163,1174,INLAND,YOUNG,5-STAR,OVER
9,3293,1678,INLAND,YOUNG,7-STAR,OVER
3,16533,7588,INLAND,YOUNG,7-STAR,OVER
34,4493,2335,INLAND,ADULT,7-STAR,OVER
16,3072,1283,INLAND,YOUNG,7-STAR,OVER
18,2704,1611,INLAND,YOUNG,5-STAR,OVER
10,4676,2845,INLAND,YOUNG,7-STAR,OVER
14,2443,883,INLAND,YOUNG,5-STAR,MEDIUM
7,4584,2049,INLAND,YOUNG,7-STAR,OVER
3,7689,3804,INLAND,YOUNG,7-STAR,OVER
8,4627,2739,INLAND,YOUNG,7-STAR,OVER
7,2045,878,INLAND,YOUNG,5-STAR,MEDIUM
7,2344,846,INLAND,YOUNG,5-STAR,MEDIUM
8,1794,690,INLAND,YOUNG,5-STAR,MEDIUM
6,4632,1851,INLAND,YOUNG,7-STAR,OVER
8,3567,1133,INLAND,YOUNG,7-STAR,OVER
13,3682,1606,INLAND,YOUNG,7-STAR,OVER
14,2105,960,INLAND,YOUNG,5-STAR,MEDIUM
11,5934,2756,INLAND,YOUNG,7-STAR,OVER
11,3572,1876,INLAND,YOUNG,7-STAR,OVER
8,6042,3031,INLAND,YOUNG,7-STAR,OVER
6,6988,3660,INLAND,YOUNG,7-STAR,OVER
9,2404,1074,INLAND,YOUNG,5-STAR,OVER
14,3019,1639,INLAND,YOUNG,7-STAR,OVER
13,2032,1038,INLAND,YOUNG,5-STAR,OVER
13,3684,1767,INLAND,YOUNG,7-STAR,OVER
8,3579,2216,INLAND,YOUNG,7-STAR,OVER
15,1703,847,INLAND,YOUNG,5-STAR,MEDIUM
4,7151,3527,INLAND,YOUNG,7-STAR,OVER
8,6246,3883,INLAND,YOUNG,7-STAR,OVER
10,1731,1056,INLAND,YOUNG,5-STAR,OVER
16,5130,3126,INLAND,YOUNG,7-STAR,OVER
9,11810,6716,INLAND,YOUNG,7-STAR,OVER
4,5083,2541,INLAND,YOUNG,7-STAR,OVER
9,5983,3515,INLAND,YOUNG,7-STAR,OVER
9,5643,3166,INLAND,YOUNG,7-STAR,OVER
11,4597,2534,INLAND,YOUNG,7-STAR,OVER
8,6463,3213,INLAND,YOUNG,7-STAR,OVER
14,4527,1640,INLAND,YOUNG,7-STAR,OVER
18,1321,754,INLAND,YOUNG,5-STAR,MEDIUM
5,208,132,INLAND,YOUNG,3-STAR,SMALL
12,807,246,INLAND,YOUNG,3-STAR,SMALL
15,3149,1281,INLAND,YOUNG,7-STAR,OVER
8,9975,6835,INLAND,YOUNG,7-STAR,OVER
12,8796,11139,INLAND,YOUNG,7-STAR,OVER
10,4256,1403,INLAND,YOUNG,7-STAR,OVER
37,452,184,INLAND,ADULT,3-STAR,SMALL
20,2352,1217,INLAND,YOUNG,5-STAR,OVER
9,1969,805,INLAND,YOUNG,5-STAR,MEDIUM
18,1880,994,INLAND,YOUNG,5-STAR,MEDIUM
13,1808,735,INLAND,YOUNG,5-STAR,MEDIUM
15,4203,1756,INLAND,YOUNG,7-STAR,OVER
14,6438,1586,INLAND,YOUNG,7-STAR,OVER
16,1247,433,INLAND,YOUNG,5-STAR,SMALL
